,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,symbol,name,area,industry,list_date,证券代码,证券名称,一级行业代码,一级行业名称,二级行业代码,二级行业名称,三级行业代码,三级行业名称,四级行业代码,四级行业名称,个股静态市盈率,个股滚动市盈率,个股市净率,个股股息率,is_up
104,000521.SZ,20250620,6.82,6.88,6.78,6.83,6.84,-0.01,-0.1462,94812.97,64716.215,000521,长虹美菱,安徽,家用电器,19931018,000521,长虹美菱,25,可选消费,2520,耐用消费品,252010,家用电器,25201010,白色家电,10.31,9.94,1.15,4.29,False
105,000523.SZ,20250620,3.21,3.24,3.18,3.22,3.21,0.01,0.3115,123747.0,39728.122,000523,红棉股份,广东,食品,19931108,000523,红棉股份,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103020,调味品与食用油,11.91,12.15,3.23,-,True
106,000524.SZ,20250620,11.34,11.5,11.11,11.25,11.4,-0.15,-1.3158,87982.6,99949.62,000524,岭南控股,广东,旅游服务,19931118,000524,岭南控股,25,可选消费,2540,消费者服务,254010,休闲服务,25401020,旅游服务,53.39,52.63,3.50,-,False
107,000525.SZ,20250620,7.74,7.98,7.42,7.42,7.85,-0.43,-5.4777,937102.44,716923.424,000525,红太阳,江苏,农药化肥,19931028,000525,红太阳,15,原材料,1510,化工,151010,农用化工,15101040,农药,29.03,28.36,3.90,-,False
108,000526.SZ,20250620,45.69,46.75,45.4,45.78,45.45,0.33,0.7261,11661.0,53726.43,000526,学大教育,福建,文教休闲,19931101,000526,学大教育,25,可选消费,2540,消费者服务,254020,教育服务,25402010,学历教育,31.79,28.10,6.70,-,True
109,000528.SZ,20250620,9.5,9.69,9.46,9.48,9.59,-0.11,-1.147,245602.0,233960.65,000528,柳工,广西,工程机械,19931118,000528,柳工,20,工业,2040,机械制造,204020,专用机械,20402010,工程机械,14.93,13.33,1.10,1.97,False
110,000529.SZ,20250620,5.94,6.03,5.94,5.95,5.95,0.0,0.0,43643.0,26122.94,000529,广弘控股,广东,食品,19931118,000529,广弘控股,30,主要消费,3010,食品、饮料与烟草,301030,食品,30103010,肉制品,29.24,29.19,1.12,2.46,False
111,000530.SZ,20250620,5.72,5.86,5.55,5.55,5.78,-0.23,-3.9792,331344.4,186951.879,000530,冰山冷热,辽宁,机械基件,19931208,000530,冰山冷热,20,工业,2040,机械制造,204010,通用机械,20401070,其他通用机械,44.10,43.76,1.54,0.52,False
112,000531.SZ,20250620,5.83,5.88,5.81,5.81,5.83,-0.02,-0.3431,32197.2,18797.869,000531,穗恒运A,广东,火力发电,19940106,000531,穗恒运A,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,37.75,27.03,0.94,1.66,False
113,000532.SZ,20250620,14.2,14.24,13.9,14.12,14.22,-0.1,-0.7032,73815.35,104012.94,000532,华金资本,广东,多元金融,19940103,000532,华金资本,40,金融,4030,资本市场,403020,其他资本市场,40302010,资产管理,32.35,59.67,3.33,0.44,False
114,000533.SZ,20250620,6.59,6.74,6.52,6.65,6.59,0.06,0.9105,445926.0,296032.982,000533,顺钠股份,广东,电气设备,19940103,000533,顺钠股份,20,工业,2030,电力设备,203020,电网设备,20302020,输变电设备,54.43,51.43,5.76,-,True
115,000534.SZ,20250620,13.19,13.4,13.1,13.12,13.24,-0.12,-0.9063,58762.95,77671.276,000534,万泽股份,广东,生物制药,19940110,000534,万泽股份,35,医药卫生,3520,医药,352010,生物药品,35201030,其他生物药品,34.84,33.63,4.50,0.85,False
116,000536.SZ,20250620,4.2,4.26,4.18,4.19,4.2,-0.01,-0.2381,224330.13,94450.417,000536,华映科技,福建,元器件,19931126,000536,华映科技,45,信息技术,4520,电子,452030,光学光电子,45203010,面板,-,-,11.11,-,False
117,000537.SZ,20250620,8.29,8.33,8.27,8.28,8.28,0.0,0.0,48580.53,40312.323,000537,中绿电,天津,新型电力,19931210,000537,中绿电,55,公用事业,5510,公用事业,551010,电力及电网,55101040,风电,17.27,15.90,0.88,2.14,False
118,000538.SZ,20250620,55.03,55.39,54.9,55.03,55.03,0.0,0.0,52866.27,291474.283,000538,云南白药,云南,中成药,19931215,000538,云南白药,35,医药卫生,3520,医药,352030,中药,35203020,中成药,21.23,20.23,2.47,4.24,False
119,000539.SZ,20250620,4.55,4.58,4.51,4.52,4.55,-0.03,-0.6593,183359.86,83227.931,000539,粤电力A,广东,火力发电,19931126,000539,粤电力A,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,25.48,53.99,1.08,0.43,False
120,000541.SZ,20250620,6.02,6.06,5.98,6.03,6.04,-0.01,-0.1656,128856.3,77571.696,000541,佛山照明,广东,家用电器,19931123,000541,佛山照明,25,可选消费,2520,耐用消费品,252010,家用电器,25201040,照明电器,21.09,22.03,1.42,1.95,False
121,000543.SZ,20250620,7.35,7.39,7.34,7.35,7.37,-0.02,-0.2714,157862.35,116128.191,000543,皖能电力,安徽,火力发电,19931220,000543,皖能电力,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,8.22,8.25,1.05,-,False
122,000544.SZ,20250620,7.99,8.04,7.97,7.99,7.99,0.0,0.0,28785.0,23031.777,000544,中原环保,河南,环境保护,19931208,000544,中原环保,20,工业,2050,环保,205010,污染治理,20501020,污水处理,7.68,8.14,0.78,2.21,False
123,000545.SZ,20250620,2.33,2.38,2.33,2.33,2.34,-0.01,-0.4274,282686.0,66620.991,000545,金浦钛业,吉林,化工原料,19931215,000545,金浦钛业,15,原材料,1510,化工,151030,化学原料,15103040,钛白粉,-,-,2.25,-,False
124,000546.SZ,20250620,4.8,4.95,4.67,4.68,4.75,-0.07,-1.4737,386828.93,186850.499,000546,金圆股份,吉林,环境保护,19931215,000546,金圆股份,20,工业,2050,环保,205020,节能与生态修复,20502010,节能与资源回收,92.23,111.62,0.88,-,False
125,000547.SZ,20250620,7.28,7.32,7.23,7.24,7.31,-0.07,-0.9576,113009.01,82220.189,000547,航天发展,福建,通信设备,19931130,000547,航天发展,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,-,-,2.36,-,False
126,000548.SZ,20250620,5.09,5.15,5.06,5.09,5.1,-0.01,-0.1961,36208.0,18494.425,000548,湖南投资,湖南,路桥,19931220,000548,湖南投资,20,工业,2070,交通运输,207020,交通基本设施,20702040,高速公路,32.31,40.27,1.28,1.71,False
127,000550.SZ,20250620,19.95,20.22,19.92,20.06,20.05,0.01,0.0499,24293.24,48683.584,000550,江铃汽车,江西,汽车整车,19931201,000550,江铃汽车,20,工业,2040,机械制造,204030,交通运输设备,20403030,商用车,11.25,12.71,1.49,3.41,True
128,000551.SZ,20250620,11.95,12.13,11.95,12.0,11.98,0.02,0.1669,33435.0,40317.336,000551,创元科技,江苏,专用机械,19940106,000551,创元科技,20,工业,2050,环保,205010,污染治理,20501030,烟气治理,19.94,18.67,1.86,0.57,True
129,000552.SZ,20250620,2.43,2.45,2.42,2.43,2.43,0.0,0.0,250684.02,61164.718,000552,甘肃能化,甘肃,煤炭开采,19940106,000552,甘肃能化,10,能源,1010,能源,101030,煤炭,10103010,煤炭,10.67,17.77,0.75,4.13,False
130,000553.SZ,20250620,7.01,7.13,6.97,6.97,7.0,-0.03,-0.4286,66187.68,46659.121,000553,安道麦A,湖北,农药化肥,19931203,000553,安道麦A,15,原材料,1510,化工,151010,农用化工,15101040,农药,-,-,0.89,-,False
131,000554.SZ,20250620,7.75,7.93,7.49,7.52,8.15,-0.63,-7.7301,889682.29,681086.182,000554,泰山石油,山东,石油贸易,19931215,000554,泰山石油,10,能源,1010,能源,101020,石油与天然气,10102040,油气流通及其他,34.61,25.70,3.15,0.60,False
132,000555.SZ,20250620,12.58,12.6,11.95,12.31,12.58,-0.27,-2.1463,425996.02,521547.268,000555,神州信息,深圳,软件服务,19940408,000555,神州信息,45,信息技术,4510,计算机,451010,软件开发,45101020,行业应用软件,-,-,2.14,0.26,False
133,000557.SZ,20250620,5.06,5.1,5.05,5.06,5.06,0.0,0.0,41010.0,20802.706,000557,西部创业,宁夏,铁路,19940617,000557,西部创业,20,工业,2070,交通运输,207010,运输业,20701050,铁路运输,28.50,30.66,1.21,-,False
134,000558.SZ,20250620,4.46,4.51,4.32,4.39,4.51,-0.12,-2.6608,989402.53,434318.411,000558,天府文旅,四川,旅游景点,19940509,000558,天府文旅,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,5.75,-,False
135,000559.SZ,20250620,7.3,7.37,7.2,7.24,7.31,-0.07,-0.9576,440717.73,320162.754,000559,万向钱潮,浙江,汽车配件,19940110,000559,万向钱潮,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101010,汽车系统部件,26.54,26.14,2.67,1.96,False
136,000560.SZ,20250620,2.88,2.9,2.86,2.87,2.87,0.0,0.0,376498.94,108319.341,000560,我爱我家,云南,房产服务,19940202,000560,我爱我家,60,房地产,6010,房地产,601020,房地产管理与服务,60102020,房地产服务,93.69,126.66,0.73,-,False
137,000561.SZ,20250620,8.86,8.9,8.52,8.53,8.98,-0.45,-5.0111,389402.88,335466.69,000561,烽火电子,陕西,通信设备,19940509,000561,烽火电子,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201010,通信终端设备及组件,-,-,2.94,0.09,False
138,000563.SZ,20250620,3.33,3.35,3.32,3.33,3.33,0.0,0.0,307275.19,102416.283,000563,陕国投A,陕西,多元金融,19940110,000563,陕国投A,40,金融,4030,资本市场,403020,其他资本市场,40302010,资产管理,12.81,12.63,0.95,1.17,False
139,000564.SZ,20250620,2.23,2.24,2.18,2.18,2.25,-0.07,-3.1111,3216145.93,708921.762,000564,供销大集,陕西,百货,19940110,000564,供销大集,25,可选消费,2550,零售业,255010,一般零售,25501010,百货商店,-,-,2.79,-,False
140,000565.SZ,20250620,8.85,8.96,8.7,8.76,8.88,-0.12,-1.3514,228333.5,201091.667,000565,渝三峡A,重庆,染料涂料,19940408,000565,渝三峡A,15,原材料,1510,化工,151040,化学制品,15104020,涂料油墨,909.51,-,3.19,0.16,False
141,000566.SZ,20250620,5.68,5.74,5.61,5.7,5.71,-0.01,-0.1751,338215.26,192278.409,000566,海南海药,海南,化学制药,19940525,000566,海南海药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,-,-,17.75,-,False
142,000567.SZ,20250620,5.59,5.69,5.55,5.58,5.59,-0.01,-0.1789,111985.45,62846.138,000567,海德股份,海南,多元金融,19940525,000567,海德股份,40,金融,4030,资本市场,403020,其他资本市场,40302010,资产管理,33.87,57.67,2.10,5.12,False
143,000568.SZ,20250620,111.01,114.68,111.01,114.1,111.01,3.09,2.7835,175738.22,1998163.931,000568,泸州老窖,四川,白酒,19940509,000568,泸州老窖,30,主要消费,3010,食品、饮料与烟草,301010,酒,30101010,白酒,11.92,11.90,3.20,6.20,True
144,000570.SZ,20250620,5.37,5.44,5.35,5.38,5.37,0.01,0.1862,64692.43,34868.855,000570,苏常柴A,江苏,农用机械,19940701,000570,苏常柴A,20,工业,2040,机械制造,204010,通用机械,20401020,动力机械,209.53,129.89,1.14,0.18,True
145,000571.SZ,20250620,4.42,4.55,4.4,4.51,4.4,0.11,2.5,139849.95,62722.137,000571,新大洲A,海南,煤炭开采,19940525,000571,新大洲A,10,能源,1010,能源,101030,煤炭,10103010,煤炭,-,-,19.33,-,True
146,000572.SZ,20250620,3.79,3.86,3.77,3.79,3.79,0.0,0.0,250863.41,95485.474,000572,海马汽车,海南,汽车整车,19940808,000572,海马汽车,25,可选消费,2510,乘用车及零部件,251020,乘用车,25102010,乘用车,-,-,3.83,-,False
147,000573.SZ,20250620,3.77,3.82,3.74,3.74,3.8,-0.06,-1.5789,170154.93,64268.889,000573,粤宏远A,广东,区域地产,19940815,000573,粤宏远A,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,29.93,1.47,1.53,False
148,000576.SZ,20250620,8.46,8.57,8.35,8.39,8.49,-0.1,-1.1779,143463.92,121046.699,000576,甘化科工,广东,电气设备,19940907,000576,甘化科工,20,工业,2010,航空航天与国防,201020,国防装备,20102010,国防装备,194.44,285.23,2.46,-,False
149,000581.SZ,20250620,18.48,18.6,18.37,18.39,18.46,-0.07,-0.3792,65509.0,120846.142,000581,威孚高科,江苏,汽车配件,19980924,000581,威孚高科,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101010,汽车系统部件,11.74,13.30,0.96,6.05,False
150,000582.SZ,20250620,8.15,8.22,8.15,8.19,8.14,0.05,0.6143,169158.32,138483.22,000582,北部湾港,广西,港口,19951102,000582,北部湾港,20,工业,2070,交通运输,207020,交通基本设施,20702020,港口,16.47,19.60,1.13,4.47,True
151,000584.SZ,20250620,0.25,0.28,0.21,0.22,1.46,-1.24,-84.9315,1779196.55,42124.922,000584,工智退,江苏,专用机械,19951128,000584,*ST工智,20,工业,2040,机械制造,204010,通用机械,20401040,电动机与工控自动化,-,-,3.71,-,False
152,000586.SZ,20250620,10.24,10.34,10.12,10.21,10.24,-0.03,-0.293,42740.0,43718.402,000586,汇源通信,四川,通信设备,19951220,000586,汇源通信,50,通信服务,5020,通信设备及技术服务,502010,通信设备,50201020,通信系统设备及组件,-,-,6.21,-,False
153,000589.SZ,20250620,4.48,4.51,4.48,4.49,4.49,0.0,0.0,73038.13,32834.934,000589,贵州轮胎,贵州,汽车配件,19960308,000589,贵州轮胎,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101040,轮胎,11.44,14.85,0.80,-,False
154,000590.SZ,20250620,10.17,10.42,10.08,10.08,10.17,-0.09,-0.885,66015.01,67366.985,000590,启迪药业,湖南,中成药,19960119,000590,启迪药业,35,医药卫生,3520,医药,352030,中药,35203020,中成药,-,-,3.81,-,False
155,000591.SZ,20250620,4.31,4.32,4.28,4.3,4.3,0.0,0.0,151464.0,65122.182,000591,太阳能,重庆,新型电力,19960208,000591,太阳能,55,公用事业,5510,公用事业,551010,电力及电网,55101050,光伏发电,13.87,14.61,0.72,4.67,False
156,000592.SZ,20250620,3.0,3.01,2.96,2.96,2.99,-0.03,-1.0033,531774.17,158374.57,000592,平潭发展,福建,林业,19960327,000592,平潭发展,15,原材料,1550,造纸与包装,155020,纸类与林业产品,15502010,林业产品,-,-,3.20,-,False
157,000593.SZ,20250620,5.84,6.09,5.78,5.99,5.84,0.15,2.5685,173114.0,102668.427,000593,德龙汇能,四川,供气供热,19960312,000593,德龙汇能,55,公用事业,5510,公用事业,551020,燃气,55102010,燃气,111.47,254.78,2.49,-,True
158,000595.SZ,20250620,4.7,4.78,4.66,4.73,4.66,0.07,1.5021,67731.02,31984.858,000595,*ST宝实,宁夏,机械基件,19960419,000595,*ST宝实,20,工业,2040,机械制造,204010,通用机械,20401020,动力机械,-,-,19.29,-,True
159,000596.SZ,20250620,135.9,142.26,135.6,141.09,135.9,5.19,3.819,81733.68,1148598.335,000596,古井贡酒,安徽,白酒,19960927,000596,古井贡酒,30,主要消费,3010,食品、饮料与烟草,301010,酒,30101010,白酒,12.95,12.36,2.70,4.07,True
160,000597.SZ,20250620,5.18,5.2,5.13,5.17,5.16,0.01,0.1938,117815.83,60759.827,000597,东北制药,辽宁,化学制药,19960523,000597,东北制药,35,医药卫生,3520,医药,352020,化学药,35202020,药品制剂,18.62,19.64,1.42,-,True
161,000598.SZ,20250620,7.18,7.25,7.16,7.2,7.19,0.01,0.1391,185498.07,133730.542,000598,兴蓉环境,四川,水务,19960529,000598,兴蓉环境,55,公用事业,5510,公用事业,551030,水务,55103010,水务,11.20,10.92,1.19,2.27,True
162,000599.SZ,20250620,4.92,5.04,4.88,4.98,4.96,0.02,0.4032,201966.67,100264.688,000599,青岛双星,山东,汽车配件,19960430,000599,青岛双星,25,可选消费,2510,乘用车及零部件,251010,汽车零部件与轮胎,25101040,轮胎,-,-,2.81,-,True
163,000600.SZ,20250620,7.1,7.2,7.05,7.12,7.13,-0.01,-0.1403,201052.01,143680.09,000600,建投能源,河北,火力发电,19960606,000600,建投能源,55,公用事业,5510,公用事业,551010,电力及电网,55101010,火电,24.36,17.90,1.18,1.12,False
164,000601.SZ,20250620,4.7,4.77,4.7,4.7,4.73,-0.03,-0.6342,154927.0,73241.11,000601,韶能股份,广东,水力发电,19960830,000601,韶能股份,55,公用事业,5510,公用事业,551010,电力及电网,55101020,水电,69.31,75.12,1.31,4.00,False
165,000603.SZ,20250620,14.98,15.17,14.78,14.95,15.05,-0.1,-0.6645,152467.0,228171.637,000603,盛达资源,北京,铅锌,19960823,000603,盛达资源,15,原材料,1520,有色金属,152010,工业金属,15201030,铅锌,27.84,26.68,3.58,0.47,False
166,000605.SZ,20250620,6.7,6.75,6.65,6.71,6.7,0.01,0.1493,59493.8,39901.708,000605,渤海股份,北京,水务,19960913,000605,渤海股份,55,公用事业,5510,公用事业,551030,水务,55103010,水务,152.54,150.44,1.15,0.29,True
167,000607.SZ,20250620,4.07,4.11,3.91,3.93,4.08,-0.15,-3.6765,133505.82,52990.756,000607,华媒控股,浙江,广告包装,19960830,000607,华媒控股,50,通信服务,5030,传媒,503010,营销与广告,50301020,其他广告营销,-,-,2.64,0.71,False
168,000608.SZ,20250620,1.89,1.9,1.84,1.84,1.89,-0.05,-2.6455,116681.0,21782.529,000608,*ST阳光,广西,区域地产,19960919,000608,*ST阳光,60,房地产,6010,房地产,601020,房地产管理与服务,60102020,房地产服务,-,-,0.64,-,False
169,000609.SZ,20250620,3.2,3.25,3.11,3.2,3.19,0.01,0.3135,113383.0,36346.486,000609,ST中迪,北京,区域地产,19961010,000609,ST中迪,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,9.25,-,True
170,000610.SZ,20250620,12.35,12.45,12.27,12.33,12.38,-0.05,-0.4039,52051.02,64265.307,000610,西安旅游,陕西,旅游服务,19960926,000610,西安旅游,25,可选消费,2540,消费者服务,254010,休闲服务,25401020,旅游服务,-,-,14.52,-,False
171,000612.SZ,20250620,7.45,7.49,7.37,7.38,7.45,-0.07,-0.9396,151847.59,112717.721,000612,焦作万方,河南,铝,19960926,000612,焦作万方,15,原材料,1520,有色金属,152010,工业金属,15201020,铝,15.63,15.11,1.44,3.50,False
172,000615.SZ,20250620,3.19,3.28,3.14,3.15,3.15,0.0,0.0,90790.0,29028.324,000615,*ST美谷,湖北,医疗保健,19961016,000615,*ST美谷,35,医药卫生,3510,医疗,351020,医疗商业与服务,35102010,医疗服务,-,-,-,-,False
173,000617.SZ,20250620,7.02,7.15,6.88,7.05,7.06,-0.01,-0.1416,1776122.36,1241704.768,000617,中油资本,新疆,多元金融,19961022,000617,中油资本,40,金融,4020,其他金融,402010,其他金融服务,40201030,其他综合性金融服务,19.27,21.38,0.88,2.50,False
174,000619.SZ,20250620,5.81,5.92,5.77,5.78,5.84,-0.06,-1.0274,96209.47,55992.921,000619,海螺新材,安徽,其他建材,19961023,000619,海螺新材,20,工业,2020,建筑装饰,202030,建筑产品,20203010,建筑产品,-,-,1.04,-,False
175,000620.SZ,20250620,1.57,1.58,1.56,1.56,1.57,-0.01,-0.6369,346920.92,54483.12,000620,新华联,北京,全国地产,19961029,000620,新华联,60,房地产,6010,房地产,601010,房地产开发与园区,60101010,房地产开发,-,-,1.97,-,False
176,000623.SZ,20250620,16.24,16.34,16.19,16.19,16.24,-0.05,-0.3079,57536.54,93454.95,000623,吉林敖东,吉林,中成药,19961028,000623,吉林敖东,35,医药卫生,3520,医药,352030,中药,35203020,中成药,12.83,10.34,0.68,4.81,False
177,000625.SZ,20250620,12.39,12.47,12.37,12.4,12.42,-0.02,-0.161,311041.0,385938.111,000625,长安汽车,重庆,汽车整车,19970610,000625,长安汽车,25,可选消费,2510,乘用车及零部件,251020,乘用车,25102010,乘用车,17.51,17.06,1.64,-,False
178,000626.SZ,20250620,6.25,6.36,6.2,6.22,6.28,-0.06,-0.9554,58187.0,36452.765,000626,远大控股,江苏,商贸代理,19961128,000626,远大控股,20,工业,2060,商业服务与用品,206010,商业服务与用品,20601040,贸易商,-,-,1.40,-,False
179,000628.SZ,20250620,41.36,41.88,41.15,41.16,41.34,-0.18,-0.4354,32005.0,132605.504,000628,高新发展,四川,建筑工程,19961118,000628,高新发展,20,工业,2020,建筑装饰,202010,建筑与工程,20201010,房屋建设,241.84,500.39,7.02,0.36,False
180,000629.SZ,20250620,2.48,2.5,2.47,2.48,2.48,0.0,0.0,326331.04,81176.504,000629,钒钛股份,四川,小金属,19961115,000629,钒钛股份,15,原材料,1520,有色金属,152030,稀有金属,15203040,其他稀有金属,82.45,197.53,1.90,-,False
